id,title,creator,issuance,publisher,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
uc1.b3311319,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043305,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b4313630,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076001749261,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311320,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
t4fn1bg5p,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043321,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311321,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311322,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043347,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311323,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311324,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311325,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043362,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311326,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043370,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
mdp.39076007043388,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
uc1.b3311327,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
t6445vb8n,The novels of Fyodor Dostoevsky,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Each vol. has special t.-p.,Half title.,[v.1] The brothers Karamazov.--[v.2] The idiot.--[v.3] The possessed.--[v.4] Crime and punishment.--[v.5] The house of the dead.--[v.6] The insulted and injured.--[v.7] A raw youth.--[v.8] The eternal husband.--[v.9] The gambler and other stories.--[v.10] White nights.--[v.11] An honest thief.--[v.12] The friend of the family.,Mode of access: Internet.,
nyp.33433069881708,The novels of Ivan Turgenev..,"Turgenev, Ivan Sergeevich",1906,The Macmillan co.,,,,,,,,,,,"v.1, 1912.",Mode of access: Internet.,,,
nyp.33433069881716,The novels of Ivan Turgenev..,"Turgenev, Ivan Sergeevich",1906,The Macmillan co.,,,,,,,,,,,"v.1, 1912.",Mode of access: Internet.,,,
mdp.39015009350631,The novels of Ivan Turgenev..,"Turgenev, Ivan Sergeevich",1906,The Macmillan co.,,,,,,,,,,,"v.1, 1912.",Mode of access: Internet.,,,
inu.30000070190057,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1951,W. Heinemann,"Garnett, Constance Black",,,,,,,,,,"v. 2. A house of gentlefolk, 1894.--v. 3. On the eve. 1895.--v. 4. Fathers and children. 1899.--v. 5. Smoke. 1896.--v.6-7. Virgin soil.",Mode of access: Internet.,,,
inu.30000070190065,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1951,W. Heinemann,"Garnett, Constance Black",,,,,,,,,,"v. 2. A house of gentlefolk, 1894.--v. 3. On the eve. 1895.--v. 4. Fathers and children. 1899.--v. 5. Smoke. 1896.--v.6-7. Virgin soil.",Mode of access: Internet.,,,
inu.30000070190073,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1951,W. Heinemann,"Garnett, Constance Black",,,,,,,,,,"v. 2. A house of gentlefolk, 1894.--v. 3. On the eve. 1895.--v. 4. Fathers and children. 1899.--v. 5. Smoke. 1896.--v.6-7. Virgin soil.",Mode of access: Internet.,,,
njp.32101075373272,The novels of Ivan turgenev,"Turgenev, Ivan Sergeevich",1894,Macmillan,"Garnett, Constance",,,,,,,,,,"v. 2. A house of gentlefolk. -- v. 3. On the eve. -- v. 4. Fathers and children. -- v. 5. Smoke. -- v. 6-7. Virgin soil. -- v. 8-v. 9. A sportman's sketches. -- v. 10. Dream tales and prose poems. -- v. 11. The torrents of spring, etc. -- v. 12. A Lear of the steppes. -- v. 13. The diary of a superfluous man, etc. -- v. 14. A desperate character, etc. -- v. 15. The Jew, and other stories.",Mode of access: Internet.,,,
njp.32101075373280,The novels of Ivan turgenev,"Turgenev, Ivan Sergeevich",1894,Macmillan,"Garnett, Constance",,,,,,,,,,"v. 2. A house of gentlefolk. -- v. 3. On the eve. -- v. 4. Fathers and children. -- v. 5. Smoke. -- v. 6-7. Virgin soil. -- v. 8-v. 9. A sportman's sketches. -- v. 10. Dream tales and prose poems. -- v. 11. The torrents of spring, etc. -- v. 12. A Lear of the steppes. -- v. 13. The diary of a superfluous man, etc. -- v. 14. A desperate character, etc. -- v. 15. The Jew, and other stories.",Mode of access: Internet.,,,
njp.32101075373256,The novels of Ivan turgenev,"Turgenev, Ivan Sergeevich",1894,Macmillan,"Garnett, Constance",,,,,,,,,,"v. 2. A house of gentlefolk. -- v. 3. On the eve. -- v. 4. Fathers and children. -- v. 5. Smoke. -- v. 6-7. Virgin soil. -- v. 8-v. 9. A sportman's sketches. -- v. 10. Dream tales and prose poems. -- v. 11. The torrents of spring, etc. -- v. 12. A Lear of the steppes. -- v. 13. The diary of a superfluous man, etc. -- v. 14. A desperate character, etc. -- v. 15. The Jew, and other stories.",Mode of access: Internet.,,,
mdp.49015002244623,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1906,The Macmillan company [etc.],,,,,,,,,,,"""Illustrated edition.""","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportsman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring.--v. 12. A Lear of the steppes, and other stories.--v. 13. The diary of a superfluous man, and other stories.--v. 14. A desperate character, and other stories.--v. 15. The Jew, and other stories.",Mode of access: Internet.,,
mdp.49015002244615,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1906,The Macmillan company [etc.],,,,,,,,,,,"""Illustrated edition.""","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportsman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring.--v. 12. A Lear of the steppes, and other stories.--v. 13. The diary of a superfluous man, and other stories.--v. 14. A desperate character, and other stories.--v. 15. The Jew, and other stories.",Mode of access: Internet.,,
pst.000006500290,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000006500306,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000020070182,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000000243339,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000019055138,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000006500313,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000006500320,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000006500344,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000005928705,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000020070199,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000020070205,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000020070212,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
pst.000020070229,The novels of Īvan Turgenev,"Turgenev, Ivan Sergeevich",1916,Macmillan,"Garnett, Constance",,,,,,,,,,"""Large type fine-paper edition"".","v. 1. Rudin.--v. 2. A house of gentlefolk.--v. 3. On the eve.--v. 4. Fathers and children.--v. 5. Smoke.--v. 6-7. Virgin soil.--v. 8-9. A sportman's sketches.--v. 10. Dream tales and prose poems.--v. 11. The torrents of spring, etc.--v. 12. A Lear of the steppos.-v. 13. The dairy of a superfluous man, etc.--v. 14. A desperate character.--v. 15. The Jew, etc.",Mode of access: Internet.,,
osu.32435059042051,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
osu.32435059042150,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
osu.32435059042259,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
osu.32435059042358,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
inu.39000001036560,The novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance Black",,,,,,,,,,"1.  Rudin.--2.  A house of gentlefolk.--3.  On the eve.--4.  Fathers and children.--5.  Smoke.--6-7.  Virgin soil.--8-9.  A sportman's sketches.--10.  Dream tales and prose poems.--11.  The torrents of spring, etc.--12.  A Lear of the steppes.--13.  The diary of a superfluous man, etc.-- 14.  A desperate character, etc.--15.  The Jew, etc.--16.  Two friends and other stories.--17.  Knock, knock, knock and other stories.",Mode of access: Internet.,,,
osu.32435059042457,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
osu.32435059042556,The Novels of Ivan Turgenev,"Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,"[v. 1.] Rudin -- [v. 2.] A house of gentlefolk -- [v. 3.] On the eve -- [v. 4.] Fathers and children -- [v. 5.] Smoke -- [v. 6-7.] Virgin soil -- [v. 8-9.]  A sportman's sketches -- [v. 10.]  Dream tales and prose poems -- [v. 11.] The torrents of spring, etc. -- [v. 12.] A Lear of the steppes -- [v. 13.] The diary of a superfluous man, etc. -- [v. 14.] A desperate character, etc. -- [v. 15.] The Jew, etc. -- [v. 16.]  Two friends and other stories -- [v. 17.] Knock, knock, knock and other stories.",Issued also in an online version.,"Photocopy.Austin, [Tex.] :BookLab, Inc.,1998.21 cm.",Mode of access: Internet.,
mdp.39015009318000,Novels,"Turgenev, Ivan Sergeevich",1894,Heinemann,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015066068589,Novels,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015066443675,Novels,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015061304245,Novels,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015005913457,Novels,"Dostoyevsky, Fyodor",1912,Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
