id,title,creator,issuance,publisher,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
mdp.39015012167311,In Leningrad,"Wechsberg, Joseph",1977,Doubleday,,,,,,,,,,,Includes index.,Bibliography: p. [233]-235.,Mode of access: Internet.,,
mdp.39015042150436,"In search of another St Peterbsurg : Venice in Russian poetry, 1823-1997","Hinrichs, Jan Paul",1997,Verlag Otto Sagner in Kommission,,,,,,Russian poetry -- 20th century -- History and criticism,Russian poetry -- 19th century -- History and criticism,,,,Includes bibliographical references and index.,Mode of access: Internet.,Summary in German.,,
mdp.39015038157304,"In the land of the white nights : stories, essays, legends : [translated from the Russian",,1987,Raduga Publishers,"Ushakov, Dmitriĭ",,,,,"Authors, Russian",Russian prose literature -- 20th century,,,,Translation of: V krai͡u belykh nocheĭ.,Illustrations on lining papers.,Mode of access: Internet.,,
uc1.32106002814496,"Index to plays, 1800-1926","Firkins, Ina Ten Eyck",1971,AMS Press,,,,,,Drama -- 20th century -- Bibliography,Drama -- 19th century -- Bibliography,,,,Mode of access: Internet.,,,,
mdp.39015036923103,Index to short stories,"Firkins, Ina Ten Eyck",1923,The H. W. Wilson company,,,,,,Short stories -- Bibliography,,,,,"Appendix, v. 1: A. List of books indexed (p. [303]-323)--B. List of authors indexed classified by nationality (p. [325]-332)","̲̲̲ ̲̲̲S̲upplement, compiled by Ina Ten Eyck Firkins, New York, The H.W. Wilson company, 1929, 1936, 2 v., 27 cm.",Appendix: A. List of the books indexed (p. [511]-532)--B. List of authors indexed classified by nationality (p. [533]-537),Mode of access: Internet.,
mdp.39015066289219,"The Indian journal of Russian language, literature, and culture",,1984,All India Association of Teachers of Russian,,,,,,Russian literature -- Periodicals,Russian language -- Periodicals,,,,Title from cover.,Mode of access: Internet.,"English, Russian, and Hindi.",,
uc1.$b319108,Injury and insult,"Dostoyevsky, Fyodor",1887,Vizetelly & Co.,,,,,,,,,,,Translation of: Unizhennye i oskorblennye.,"""A Russian realistic novel.""",Mode of access: Internet.,MAIN; PG3326.U5 1887: Photocopy (positive),
t2k64fx6k,Injury and insult,"Dostoyevsky, Fyodor",1887,Vizetelly & Co.,,,,,,,,,,,Translation of: Unizhennye i oskorblennye.,"""A Russian realistic novel.""",Mode of access: Internet.,MAIN; PG3326.U5 1887: Photocopy (positive),
mdp.39015005614238,Inspiration and poetry,"Bowra, C. M.",1955,Macmillan,,,,,,Poetry -- History and criticism,,,,,Includes bibliographical references and index.,"Inspiration and poetry.--The Odes of Horace.--""The knight in the tiger's skin""--Dante and Arnaut Daniel.--The songs of Gil Vicente.--""Samson Agonistes"".--Hölderlin's hymns.--Pushkin.--Lermontov.--Walter Pater.--The lyrical poetry of Thomas Hardy.--Rubén Darío.",Mode of access: Internet.,,
mdp.39015030759610,Inspiration and poetry,"Bowra, C. M.",1955,Macmillan,,,,,,Poetry -- History and criticism,,,,,Includes bibliographical references and index.,"Inspiration and poetry.--The Odes of Horace.--""The knight in the tiger's skin""--Dante and Arnaut Daniel.--The songs of Gil Vicente.--""Samson Agonistes"".--Hölderlin's hymns.--Pushkin.--Lermontov.--Walter Pater.--The lyrical poetry of Thomas Hardy.--Rubén Darío.",Mode of access: Internet.,,
mdp.39015015372801,The insulted & injured; a novel in four parts & an epilogue,"Dostoyevsky, Fyodor",1914,The Macmillan co.,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015021922623,"The insulted and injured, a novel in four parts and an epilogue","Dostoyevsky, Fyodor",1915,The Macmillan co,"Garnett, Constance",,,,,,,,,,Printed in Great Britain.,Mode of access: Internet.,,,
wu.89085972362,The internal dynamics of Pushkin's miniature tragedies,"Deptula, George",1950,,,,,,,,,,,,Typescript.,"Thesis (M.A.)--University of Wisconsin--Madison, 1950.",Includes bibliographical references (leaves 94-96),Mode of access: Internet.,
mdp.39015002186388,An international bibliography of works by and about Mikhail Bulgakov,"Proffer, Ellendea",1976,Ardis,,,,,,,,,,,"On spine: Bulgakov, bibliography.",Mode of access: Internet.,,,
wu.89057346371,Into the heart of darkness : Ivan Bunin and the modernist poetics of memory,"Petrusewicz, Mary",1996,,,,,,,,,,,,Typescript.,"Thesis (Ph.D.)--University of Wisconsin--Madison, 1996.",Includes bibliographical references (leaves 236-242),Mode of access: Internet.,
mdp.39015016370796,An introduction to Russian literature,"Muchnic, Helen",1947,Doubleday,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
uc1.$b695640,An introduction to Russian literature,"Muchnic, Helen",1947,Doubleday,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
uc1.32106006141268,An introduction to Russian literature,"Muchnic, Helen",1964,Dutton,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015004037514,Introduction to Russian realism,"Simmons, Ernest J.",1965,Indiana University Press,,,,,,Realism in literature,Russian prose literature -- History and criticism,,,,Mode of access: Internet.,,,,
uc1.32106001589412,Introduction to Russian realism,"Simmons, Ernest J.",1965,Indiana University Press,,,,,,Realism in literature,Russian prose literature -- History and criticism,,,,Mode of access: Internet.,,,,
uc1.32106001589347,An introduction to the Russian novel,"Lavrin, Janko",1942,Methuen,,,,,,Russian fiction -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015004741594,An introduction to the Russian novel,"Lavrin, Janko",1947,Methuen,,,,,,Russian fiction -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015069064767,Irish Slavonic studies,,1980,[Irish Slavists' Association],,,,,,Slavistiek. -- gtt,,,,,Title from cover.,Also issued online.,Mode of access: Internet.,Journal of: the Irish Slavists' Association.,
osu.32435003131323,Iroicheskai︠a︡ p︠ie︡snʹ o pokhod︠ie︡ na polovt︠︡sov ud︠ie︡lʹnago kn︠ia︡z︠ia︡ Novagoroda-Si︠e︡verskago Igori︠a︡ Svi︠a︡toslavicha : pisannai︠a︡ starinnym russkim i︠a︡zykom v iskhod︠ie︡ XII stoli︠e︡tī︠ia︡ ; s perelozhenīem na upotrebli︠a︡emoe nyn︠ie︡ nari︠e︡chīe,,1800,V Senatskoĭ tipografīi,"Bantysh-Kamenskiĭ, N. N.","Malinovskiĭ, A. F.","Musin-Pushkin, Alekseĭ Ivanovich",,,,,,,,"Prepared by A.F. Malinovskiĭ and N.N. Bantysh-Kamenskiĭ, published by A.I. Musin-Pushkin.","Leaves [1], [1]₄, 2₄, 5₃ and 6₄ are cancels: p. 1, col. 1, line 2 ends 'slove-', p. 7, col. 1, line 6 has reading 'vnuche:', p. 15, col. 2, line 1 is in roman, and p. 37, note t ends 'Vseslavi︠e︡' in cancellanda; but the cancellantia have 'slo-', 'vnuche!', italic, and 'p︠ie︡sneĭ'; 6₄ cancellans has 4 errata.","""Pogri︠e︡shnosti.""--P. [47]","Signatures: pi⁴ [1]⁴ (±[1]₁,₄) 2⁴ (±2₄) 3-5⁴ (±5₃) 6⁴ (±6₄)","Kilgour coll.,452; 452.1."
mdp.39015012947639,Island of love,"Nagibin, I͡Uriĭ",1982,Progress Publishers,,,,,,,,,,,"The fiery archpriest -- The fugitive -- Island of love -- Morning in Tsarskoye Selo -- A day to remember -- A dream about Tyutchev -- A hard man's day -- A Russian literature teacher -- Death at the railway station -- A deal in timber -- The lilac -- Where feasts where held, a coffin stands.",Mode of access: Internet.,,,
mdp.39015013982460,Issues in Russian literature before 1917 : selected papers of the Third World Congress for Soviet and East European Studies,,1989,Slavica Publishers,"Clayton, J. Douglas",,,,,Russian literature -- 20th century -- History and criticism -- Congresses,Russian literature -- 19th century -- History and criticism -- Congresses,,,,"Congress held in Washington, D.C., Oct. 30-Nov. 4, 1985, sponsored by the International Committee for Soviet and East European Studies and the American Association for the Advancement of Slavic Studies.",Includes bibliographical references.,Mode of access: Internet.,,
mdp.39015048710555,"Istoricheskie zametki : istoricheskai͡a proza, zametki","Pushkin, Aleksandr Sergeevich",1984,Lenizdat,"Skatov, Nikolaĭ Nikolaevich",,,,,,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015077265646,"Istorii͡a Kommunisticheskoĭ partii Kazakhstana, 1961-1980 : bibliograficheskiĭ ukazatelʹ",,1988,"""Kazakhstan""","Sarmurzin, A. G.","Panfilov, A. V.","Kuandykov, E. S.","Bekmukhamedov, K. Sh",,Communism -- Kazakhstan -- History -- Bibliography,,,,,880-03At head of title: Institut istorii partii pri T͡SK Kompartii Kazakhstana--Filial Instituta marksizma-leninizma pri T͡SK KPSS. Gosudarstvennai͡a biblioteka Kazakhskoĭ SSR imeni A.S. Pushkina.,Includes bibliographical references and index.,Mode of access: Internet.,"Gift of The Kazakhstan Institute of Management, Economics, and Strategic Research.",
uc1.b5094771,"Istorii͡a Kommunisticheskoĭ partii Kazakhstana, 1961-1980 : bibliograficheskiĭ ukazatelʹ",,1988,"""Kazakhstan""","Sarmurzin, A. G.","Panfilov, A. V.","Kuandykov, E. S.","Bekmukhamedov, K. Sh",,Communism -- Kazakhstan -- History -- Bibliography,,,,,880-03At head of title: Institut istorii partii pri T͡SK Kompartii Kazakhstana--Filial Instituta marksizma-leninizma pri T͡SK KPSS. Gosudarstvennai͡a biblioteka Kazakhskoĭ SSR imeni A.S. Pushkina.,Includes bibliographical references and index.,Mode of access: Internet.,"Gift of The Kazakhstan Institute of Management, Economics, and Strategic Research.",
mdp.39015054313443,Istorii͡a Petra,"Pushkin, Aleksandr Sergeevich",2000,I͡Azyki russkoĭ kulʹtury,"Listov, V. S.",,,,,,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
uc1.b4216091,Istorii͡a uzbekskoĭ literatury v 2-kh tomakh : S drevneĭshikh vremen do Velikoĭ Okti͡abrʹskoĭ sot͡sialisticheskoĭ revoli͡ut͡sii,,1987,Fan,"Kedrina, Z. S.","Khaĭitmetov, A. Kh",,,,Uzbek literature -- History and criticism,,,,,"On leaf preceding t.p., v. 1-2: Akademii͡a nauk Uzbekskoĭ SSSR, Institut i͡azyka i literatury im. A.S. Pushkina.",Includes bibliographical references and indexes.,t. 1. S drevneĭshikh vremen do XVI v. -- t. 2. S XVII v. do Velikoĭ Okti͡abrʹskoĭ sot͡sialisticheskoĭ revoli͡ut͡sii.,Mode of access: Internet.,
uc1.b4216092,Istorii͡a uzbekskoĭ literatury v 2-kh tomakh : S drevneĭshikh vremen do Velikoĭ Okti͡abrʹskoĭ sot͡sialisticheskoĭ revoli͡ut͡sii,,1987,Fan,"Kedrina, Z. S.","Khaĭitmetov, A. Kh",,,,Uzbek literature -- History and criticism,,,,,"On leaf preceding t.p., v. 1-2: Akademii͡a nauk Uzbekskoĭ SSSR, Institut i͡azyka i literatury im. A.S. Pushkina.",Includes bibliographical references and indexes.,t. 1. S drevneĭshikh vremen do XVI v. -- t. 2. S XVII v. do Velikoĭ Okti͡abrʹskoĭ sot͡sialisticheskoĭ revoli͡ut͡sii.,Mode of access: Internet.,
mdp.39015053199793,Istoriosofii͡a evraziĭstva,"Pushkin, S. N.",1999,Sankt-Peterburgskiĭ gos. universitet,"Zamaleev, A. F.",,,,,History -- Philosophy,"Philosophy, Russian",Eurasian school,,,"""Prilozhenie k alʹmanakhu 'Veche.'""--verso t.p.",Includes bibliographical references (p. 102-116).,Mode of access: Internet.,,
mdp.39015017998785,"Itak, I͡A zhil togda v Odesse-- : Pushkin v gravi͡urakh Ilʹi Shenkera = And so I lived then in Odessa-- : Pushkin in etchings by Ilya Shenker","Pushkin, Aleksandr Sergeevich",1988,Olʹvii͡a,"Shenker, Ilʹi͡a","Arndt, Walter W.","Roĭtman, Vladimir","Blokh, Serafima",,,,,,,In Russian and English.,Includes bibliographical references (p. 87),Mode of access: Internet.,,
mdp.39076000697537,Italian cassoni from the art collections of Soviet museums,,1983,Aurora Art Publishers,"Faenson, L. I.",,,,,Art museums -- Soviet Union -- Catalogs,Chests -- Soviet Union -- Catalogs,"Decoration and ornament, Renaissance -- Italy -- Catalogs",Chests -- Italy -- Catalogs,,Translation of: Italʹi͡anskie kassony.,Bibliography: p. [244-245],Mode of access: Internet.,,
mdp.39015008099403,Ivan Krylov,"Stepanov, Nikolaĭ Leonidovich",1973,Twayne Publishers,"Krylov, Ivan Andreevich",,,,,,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015065276530,"Ivan Tourguéneff, d'après sa correspondance avec ses amis français:mmo Viardot--Gustave Flaubert--mmo Commanville--George Sand--Emile Zola--Guy de Maupassant--Taine--Renan--Ch. Edmond--Théophile Gautier--Sainte-Beuve--Ambroise Thomas--Jules Claretie--André Theuriet, etc., etc","Halpʹerine-Kaminsky, E.",1901,E. Fasquelle,,,,,,,,,,,Some of the letters here brought together appeared before in 1896 and 1897 in the Revue cosmopolis.,Mode of access: Internet.,,,
nyp.33433073357083,Ïvan Turgénieff's Spring floods,"Turgenev, Ivan Sergeevich",1874,H. Holt and Company,,,,,,,,,,,Series title also at head of t.-p.,Mode of access: Internet.,,,
t6pz5bt60,Ïvan Turgénieff's Spring floods,"Turgenev, Ivan Sergeevich",1874,H. Holt and Company,,,,,,,,,,,Series title also at head of t.-p.,Mode of access: Internet.,,,
uc1.b3962015,Iwan Turgenjew an Ludwig Pietsch : Briefe aus den Jahren 1864-1883,"Turgenev, Ivan Sergeevich",1923,Im Propyläen-Verlag,"Doren, Alfred","Pietsch, Ludwig",,,,,,,,,Mode of access: Internet.,,,,
nyp.33433070215730,Iz neizdannykh bumag A.S. Pushkina,"Shli︠a︡pkin, I. A.",1903,Tip. M. M. Stasi︠u︡levicha,"Shli͡apkin, I. A.","Pushkin, Aleksandr Sergeevich",,,,"Authors, Russian -- 19th century -- Biography",,,,,Includes bibliographical references and indexes.,#.,Mode of access: Internet.,,
mdp.39015072454955,Iz parizhskogo arkhiva I.S. Turgeneva,"Turgenev, Ivan Sergeevich",1964,Hayka,,,,,,,,,,,On leaf preceding t.p.: #,#,Mode of access: Internet.,,
mdp.39015072454963,Iz parizhskogo arkhiva I.S. Turgeneva,"Turgenev, Ivan Sergeevich",1964,Hayka,,,,,,,,,,,On leaf preceding t.p.: #,#,Mode of access: Internet.,,
mdp.39015072455838,Iz parizhskogo arkhiva I.S. Turgeneva,"Turgenev, Ivan Sergeevich",1964,Hayka,,,,,,,,,,,On leaf preceding t.p.: #,#,Mode of access: Internet.,,
mdp.39015072455846,Iz parizhskogo arkhiva I.S. Turgeneva,"Turgenev, Ivan Sergeevich",1964,Hayka,,,,,,,,,,,On leaf preceding t.p.: #,#,Mode of access: Internet.,,
uc1.$b430113,Iz vospominaiĭ ob I.S. Turgenevi︠e︡ : (s prilozheniem semi ego neizdannykh pisem) / N.I︠A︡. Stechʹkin,"Stechʹkin, N. I︠A︡",1903,s.n.],"Turgenev, Ivan Sergeevich",,,,,,,,,,In Cyrillic characters.,Mode of access: Internet.,,,
mdp.39015010331265,Izbrannye povesti i rasskazy,"Turgenev, Ivan Sergeevich",1944,,,,,,,,,,,,Romanized.,Mode of access: Internet.,,,
mdp.39015010315706,Izbrannye povesti i rasskazy,"Turgenev, Ivan Sergeevich",1947,Gos. izd-vo khudozh. lit-ry,,,,,,,,,,,Tri portreta -- Tri vstrechi -- Mumu -- Postoi͡alyĭ dvor --Zatishʹe -- Poezdka v Polesʹe -- Asi͡a -- Pervai͡a li͡ubovʹ -- Brigadir --Stepnoĭ korolʹ Lir -- Pesnʹ torzhestvui͡ushcheĭ li͡ubvi.,Mode of access: Internet.,,,
uc1.32106011612535,Izbrannye Proizvedeniia,"Pushkin, Aleksandr Sergeevich",1965,Khudozhestvennaia Literatura,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.$b320591,Izbrannye proizvedenii͡a,"Turgenev, Ivan Sergeevich",1952,Moskovskiĭ rabochiĭ,"Korenev, G.",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015021984102,Izbrannye proizvedenii͡a,"Pushkin, Aleksandr Sergeevich",1937,Izd-vo detskoĭ lit-ry,"Veresaev, V. V.","Kirpotin, Valeriĭ I͡Akovlevich",,,,,,,,,On t.p.: T͡Sentralʹnyĭ komitet vsesoi͡uznogo leninskogo kommunisticheskogo soi͡uza molodezhi.,Mode of access: Internet.,,,
nyp.33433070400415,Izbrannye sochineniia dli︠a︡ i︠u︡noshestva,"Pushkin, Aleksandr Sergeevich",1902,Tip. B.M. Volʹfa,,,,,,,,,,,t. 1. Liricheski︠ia︡ stikhotvoreni︠ia︡. Ballady. Skazki. P︠ie︡sni zapadnykh slavi︠a︡n. Iz poėm. Evgeniĭ On︠ie︡gin.--t. 2. Dramaticheski︠ia︡ proizvedeni︠ia︡ i povi︠e︡sti.,Mode of access: Internet.,,,
mdp.39015037567073,Izbrannye sochinenii͡a,"Pushkin, Aleksandr Sergeevich",1992,"""Academia""","Nepoznak, V. P.",,,,,,,,,,"Stikhotvorenii͡a -- Poltava -- Mednyĭ vsadnik -- Evgeniĭ Onegin -- Boris Godunov -- Skazka o t͡sare Saltane, o syne ego slavnom i moguchem bogatyre kni͡aze Gvidone Saltanoviche i o prekrasnoĭ t͡sarevne Lebedi -- Skazka o rybake i rybke -- Skazka o zolotom petushke -- Kapitanskai͡a dochka.",Mode of access: Internet.,,,
pst.000059700166,Izbrannyi͡a sochinenīi͡a,"Pushkin, Aleksandr Sergeevich",1899,,"Morozov, Petr Osipovich",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015030405875,I͡Ubileĭnyĭ sbornik Obshchestva imeni A. S. Pushkina v. Ameriki͡e,,1955,,,,,,,,,,,,Romanized.,Mode of access: Internet.,,,
inu.30000048978831,I͡Uzhnye poėmy / A.S. Pushkin ; [posleslovie i podstrochnye primechanii͡a V.N. Orlova] ; risunki K. Klementʹevoĭ,"Pushkin, Aleksandr Sergeevich",1949,Detskai͡a lit-ra,,,,,,,,,,,"Kavkazskiĭ plennik -- Bratʹi͡a razboĭniki -- Bakhchisaraĭskiĭ fontan -- T͡Sygany -- ""I͡Uzhnye poėmy"" A.S. Pushkina / Posleslovie V.N. Orlova.",Mode of access: Internet.,,,
mdp.39015067404692,Jadavpur journal of comparative literature,,19uu,"Department of Comparative Literature, Jadavpur University",,,,,,Comparative literature -- Periodicals,,,,,Mode of access: Internet.,In Bengali or English.,,,
mdp.39015049046439,Jejak kaki dan lagu hati : kumpulan sajak,"Suryadinata, Leo",1985,Pustaka Nasional,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.b4226540,Jejak kaki dan lagu hati : kumpulan sajak,"Suryadinata, Leo",1985,Pustaka Nasional,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.b3962020,The Jew and other stories,"Turgenev, Ivan Sergeevich",1899,Macmillan,,,,,,,,,,,The Jew. -- An unhappy girl. -- The duellist. -- Three portraits. -- Enough.,Mode of access: Internet.,,,
mdp.39076006812973,The Jew and other stories,"Turgenev, Ivan Sergeevich",1969,Books for Libraries Press,,,,,,,,,,,The Jew.--Andréi Kólosoff.--The Bully--Pyetushkóff.--The two friends.,Mode of access: Internet.,,,
t0000418r,"The Jew, and other stories","Turgenev, Ivan Sergeevich",1904,Charles Scribner's Sons,"Hapgood, Isabel Florence",,,,,,,,,,The Jew.- Abdre̲i Ko̲losoff.- The bully.- Pyetushkoff.-The two friends.,Mode of access: Internet.,,,
uva.x000335908,"The Jew, and other stories","Turgenev, Ivan Sergeevich",1907,Scribner,"Hapgood, Isabel Florence",,,,,,,,,,The Jew. -- Andréi Kólosoff. -- The bully. -- Pyetushkóff. -- The two friends.,Mode of access: Internet.,2,,
uc1.b3968059,"The Jew, etc.","Turgenev, Ivan Sergeevich",1906,Macmillan,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
t1cj8jh1v,"The Jew, etc.","Turgenev, Ivan Sergeevich",1906,Macmillan,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
uc1.b3962033,"The Jew, etc.","Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,The Jew.--An unhappy girl.--The duellist.--Three portraits.--Enough.,Mode of access: Internet.,,,
t8mc92t9q,"The Jew, etc.","Turgenev, Ivan Sergeevich",1920,Macmillan,"Garnett, Constance",,,,,,,,,,The Jew.--An unhappy girl.--The duellist.--Three portraits.--Enough.,Mode of access: Internet.,,,
uc1.$b319101,"Le joueur, et Les nuits blanches","Dostoyevsky, Fyodor",1887,"E. Plon, Nourrit et cie",,,,,,,,,,,"""Th. DostoiÌevsky"" at head of title.",Mode of access: Internet.,,,
wu.89101095651,"Journal d'un écrivain, 1873, 1876 et 1877","Dostoyevsky, Fyodor",1904,Bibliotheque-Charpentier,"Nau, John-Antoine","Binshtok, V. L.",,,,,,,,,Mode of access: Internet.,,,,
mdp.39015053160639,A journey to Arzrum,"Pushkin, Aleksandr Sergeevich",1974,Ardis,,,,,,"Russo-Turkish War, 1828-1829",,,,,Translation of Puteshestvie v Arzrum.,Mode of access: Internet.,,,
njp.32101048555211,Der Jüngling : Roman in zwei Bänden,"Dostoyevsky, Fyodor",1920,R. Piper,,,,,,,,,,,Translation of Podrostok.,Mode of access: Internet.,,,
uc1.$b396231,Ka-asher ani le-vadi : shirim bi-prozah,"Turgenev, Ivan Sergeevich",1966,ʻEḳed,"Beser, Yaacov",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015028046434,Kam'i͡ans'kyĭ literaturno-memorial'nyĭ muzeĭ O. S. Pushkina i P. I. Chaikovs'koho,,1971,,"Shkaliherda, M. A.",,,,,,,,,,Ukrainian and English.,Title also in English: Pushkin and Tehalkovsky Literary-memorial Museum in Kamyanka (Kamenka).,"""#.""",Mode of access: Internet.,
mdp.39015056404927,Kamennyĭ gostʹ : opera v trekh deĭstvii͡akh,"Dargomyzhski, Aleksandr Sergeevich",2002,Compozitor,"Rimsky-Korsakov, Nikolay","Cui, César","Pushkin, Aleksandr Sergeevich",,,Operas -- Vocal scores with piano,,,,,At head of half-title: Federalʹnai͡a programma knigoizdanii͡a Rossii.,"Half title: A.S. Pushkin Malenʹkie tragedii, opery russikh kompozitorov = Pushkin Little tragedies, operas by Russian composers.",Separate t.p.s in Russian and English.,Completed by César Cui ; orchestrated by Nikolay Rimsky-Korsakov.,Opera; acc. arr. for piano.
uc1.b4968495,Kapitanskai͡a dochka : kniga dli͡a chtenii͡a s kommentariem na angliĭskom i͡azyke i slovarëm,"Pushkin, Aleksandr Sergeevich",1987,Russkiĭ i͡azyk,"I͡Udelʹson, K.","Korotkiĭ, V. N.",,,,Russian language -- Readers,,,,,"""Russian reader with explanatory notes in English and a Russian-English vocabulary.""",Mode of access: Internet.,,,
uc1.b3171637,Kapitanskai͡a dochka : kniga dli͡a chtenii͡a s kommentariem na angliĭskom i͡azyke i slovarëm,"Pushkin, Aleksandr Sergeevich",1978,Russkiĭ i͡azyk,"I͡Udelʹson, K.","Korotkiĭ, V. N.",,,,Russian language -- Readers,,,,,Romanized record.,Title on added t. p.: The captain's daughter.,Mode of access: Internet.,,
mdp.39015063727591,Kapitanskai͡a dochka : roman,"Pushkin, Aleksandr Sergeevich",189u,Tipografīi͡a G. Pet͡sa (Lippert i Ko.),,,,,,,,,,,Title from p. 1.,Mode of access: Internet.,"Gift of Alfred C. Finney, from the library of Byron A. Finney.",,
pst.000061787162,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1907,Knigopechatni͡a Shmidt,,,,,,,,,,,Romanized record.,Mode of access: Internet.,,,
mdp.39015008698378,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1937,"T͡Sentralʹnyĭ komitet Vsesoi͡uznogo leninskogo kommunisticheskogo soi͡uza molodezhi, Detizdat","Sokolov, Pavel Petrovich",,,,,,,,,,On added t.-p.: 1837-1937.,At head of title: A. S. Pushkin.,Mode of access: Internet.,,
inu.32000002920843,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1945,Gos. izd-vo Detskoĭ lit-ry,,,,,,,,,,,"""Dli͡a nepolnoĭ sredneĭ i sredneĭ shkoly""--Colophon.",Mode of access: Internet.,,,
uc1.$b320386,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1947,Izd-vo VT͡SSPS Profizdat,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015011585612,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1984,"Izd-vo ""Nauka,"" Leningradskoe otd-nie","Oksman, I͡U. G.",,,,,,,,,,"""Izdanie pervoe podgotovil I͡U. G. Oksman.""",Includes bibliographical references.,"Kapitanskai͡a dochka -- Dopolnenii͡a: Iz variantov rukopiseĭ. Propushchennai͡a glava. <Proekt vstuplenii͡a k romanu>. <Nabrosok nedopisannogo predislovii͡a>. <Zametka o Shvanvichakh>. <Rasskazy I.A. Krylova, I.I. Dmitrieva i D.O. Baranova v zapisi͡akh Pushkina>. <Orenburgskie zapisi>. Istorii͡a Pugachevskogo bunta (otryvki iz glav vtoroĭ i tretʹeĭ).Rasskaz moeĭ babushki / A.P. Kri͡ukov -- Prilozhenii͡a: Pushkin v rabote nad romanom ""Kapitanskai͡a dochka""/ I͡U.G. Oksman. Istoricheskiĭ roman o narodnoĭ voĭne / G.P. Makogonenko. ""Kapitanskai͡a dochka"" v kriike i literaturovedenii. Tekstologicheskai͡a spravka. Primechanii͡a k tekstu romana. Primechanii͡a k materialam razdela ""Dopolnenii͡a"".",Mode of access: Internet.,
mdp.39015011691600,Kapitanskai͡a dochka,"Pushkin, Aleksandr Sergeevich",1984,"Izd-vo ""Nauka,"" Leningradskoe otd-nie","Oksman, I͡U. G.",,,,,,,,,,"""Izdanie pervoe podgotovil I͡U. G. Oksman.""",Includes bibliographical references.,"Kapitanskai͡a dochka -- Dopolnenii͡a: Iz variantov rukopiseĭ. Propushchennai͡a glava. <Proekt vstuplenii͡a k romanu>. <Nabrosok nedopisannogo predislovii͡a>. <Zametka o Shvanvichakh>. <Rasskazy I.A. Krylova, I.I. Dmitrieva i D.O. Baranova v zapisi͡akh Pushkina>. <Orenburgskie zapisi>. Istorii͡a Pugachevskogo bunta (otryvki iz glav vtoroĭ i tretʹeĭ).Rasskaz moeĭ babushki / A.P. Kri͡ukov -- Prilozhenii͡a: Pushkin v rabote nad romanom ""Kapitanskai͡a dochka""/ I͡U.G. Oksman. Istoricheskiĭ roman o narodnoĭ voĭne / G.P. Makogonenko. ""Kapitanskai͡a dochka"" v kriike i literaturovedenii. Tekstologicheskai͡a spravka. Primechanii͡a k tekstu romana. Primechanii͡a k materialam razdela ""Dopolnenii͡a"".",Mode of access: Internet.,
wu.89117389114,Kapitanskai︠a︡ dochka,"Pushkin, Aleksandr Sergeevich",1891,V.G. Gotʹe,"Lamothe, A. de",,,,,,,,,,Description based on no. 796.WU,Mode of access: Internet.,,,
uc1.31822025631920,Karl Briullov : the painter of Russian romanticism,"Bri͡ullov, Karl Pavlovich",1996,Parkstone,"Leontʹeva, G. K.",,,,,"Painting, Modern -- 19th century -- Russia","Painting, Russian",Romanticism in art -- Russia (Federation),,,Mode of access: Internet.,,,,
uc1.b3874953,Kavkazskiĭ plennik ; Bakhchisaraĭskiĭ fontan ; T︠S︡ygany,"Pushkin, Aleksandr Sergeevich",1946,OGIZ Goslitizdat,"Blinchevskai︠a︡, M. I︠A︡",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015019154809,The Kazakhs and the Pugachev uprising in Russia : 1773-1775,"Bodger, Alan",1988,"Indiana University, Research Institute for Inner Asian Studies",,,,,,Kazakhs -- Soviet Union -- History -- 18th century,,,,,Bibliography: p.30-42.,Mode of access: Internet.,,,
