id,title,creator,issuance,publisher,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
uc1.32106011325641,Human nature in utopia : Zamyatin's We,"Cooke, Brett",2002,Northwestern University Press,,,,,,Utopias in literature,Dystopias in literature,,,,Mode of access: Internet.,,,,
nyp.33433067270276,Humiliés et offensés,"Dostoyevsky, Fyodor",1884,"Plon, Nourrit","Humbert, Edouard",,,,,,,,,,Translation of Unizhenny i oskorblennye.,Mode of access: Internet.,,,
uc1.b4231355,Humiliés et offensés,"Dostoyevsky, Fyodor",1884,"Plon, Nourrit","Humbert, Edouard",,,,,,,,,,Translation of Unizhenny i oskorblennye.,Mode of access: Internet.,,,
uc1.$b319110,Humillados y ofendidos (novela),"Dostoyevsky, Fyodor",1918,V.H. de Sanz Calleja,,,,,,,,,,,Translation of: Unizhennye i oskorblennye.,Mode of access: Internet.,,,
mdp.39015013126894,Humor in the major novels of Dostoevsky,"Busch, Robert L.",1987,Slavica Publishers,,,,,,Humor in literature,,,,,Includes index.,Spine title: Humor in Dostoevsky.,Bibliography: p. 161-164.,Mode of access: Internet.,
uc1.32106010313044,Humor in the major novels of F.M. Dostoevsky,"Busch, Robert L.",1987,Slavica Publishers,,,,,,Anecdotes in literature,,,,,Mode of access: Internet.,,,,
mdp.39015050307357,A hunter's sketches,"Turgenev, Ivan Sergeevich",1955,Foreign Languages Pub. House,"Turgenev, Ivan Sergeevich",,,,,,,,,,Published also under title: A sportsman's sketches.,Added t.p.: Zapiski okhotnika.,Mode of access: Internet.,,
wu.89085198216,The hut on chicken legs : encounters with landladies in Russian literature,"Frost, Elisa S.",2002,,,,,,,,,,,,"Thesis (Ph.D.)--University of Wisconsin--Madison, 2002.",Includes bibliographical references (p. 336-350),Also available on the Internet.,Mode of access: Internet.,
mdp.39015019662116,"I cannot be silent : writings on politics, art and religion","Tolstoy, Leo",1989,Bristol Press,"Jones, W. Gareth",,,,,Religion,Art,Political science,,,"""Editorial matter W. Gareth Jones""--T.p. verso.",Translation from the Russian.,Includes bibliographical references (p. 230-236) and index.,Mode of access: Internet.,
mdp.39015017996276,I nepodkupnyĭ golos moĭ-- : poėty Rossii,"Prokushev, I͡Uriĭ Lʹvovich",1989,"""Sovremennik""",,,,,,Russian poetry -- 20th century -- History and criticism,Russian poetry -- 19th century -- History and criticism,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015014187309,"""--I probuzhdaetsi͡a poėzii͡a vo mne--"" : iz russkoĭ klassicheskoĭ poėzii",,1984,"Izd-vo ""Raduga""","Zheleznova, Irina Lʹvovna","Pushkin, Aleksandr Sergeevich",,,,Russian poetry -- 20th century -- Translations into English,Russian poetry -- 19th century -- Translations into English,Russian poetry,,,"Title on added t.p.: ""--And poetry is born--""","Russian texts, parallel English translations.",Mode of access: Internet.,,
mdp.39015019646150,Idea teatru w powieściach Dostojewskiego,"Chałacińska-Wiertelak, Halina",1988,Wydawn. Nauk. Uniwersytetu im. Adama Mickiewicza w Poznaniu,,,,,,,,,,,Summary in English.,At head of title: Uniwersytet im. Adama Mickiewicza w Poznaniu.,Includes bibliographical references.,Mode of access: Internet.,
mdp.39015073373238,Idealen un ṿirḳlikhḳeyṭ in der Rusisher liṭeraṭur,"Kropotkin, Petr Alekseevich",1922,Aroysgegeben fun der Ḳrapoṭḳin liṭeraṭur gezelshafṭ,"Rozenfeld, H.",,,,,Russian literature -- 19th century -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015073373212,Idealen un ṿirḳlikhḳeyṭ in der Rusisher liṭeraṭur,"Kropotkin, Petr Alekseevich",1922,Aroysgegeben fun der Ḳrapoṭḳin liṭeraṭur gezelshafṭ,"Rozenfeld, H.",,,,,Russian literature -- 19th century -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015003924308,Ideals and realities in Russian literature,"Kropotkin, Petr Alekseevich",1919,A.A. Knopf,,,,,,Littérature russe -- Histoire et critique,Russian literature -- History and criticism,,,,"""Bibliographical notes.""","""This book originated in a series of eight lectures on Russian literature during the nineteenth-century which I delivered in March, 1901, at the Lowell institute, in Boston.""--Pref.",Mode of access: Internet.,,
mdp.39015076840282,Ideals and realities in Russian literature,"Kropotkin, Petr Alekseevich",1915,A.A. Knopf,,,,,,Russian literature -- 19th century -- History and criticism,Russian literature,,,,Includes index.,First published in 1905 under title: Russian literature.,"""This book originated in a series of eight lectures on Russian literature during the nineteenth century ... delivered in March, 1901, at the Lowell Institute in Boston.""",Bibliography: p. 318-320.,Mode of access: Internet.
uc1.32106012046972,Ideals and realities in Russian literature,"Kropotkin, Petr Alekseevich",1915,A.A. Knopf,,,,,,Russian literature -- 19th century -- History and criticism,Russian literature,,,,Includes index.,First published in 1905 under title: Russian literature.,"""This book originated in a series of eight lectures on Russian literature during the nineteenth century ... delivered in March, 1901, at the Lowell Institute in Boston.""",Bibliography: p. 318-320.,Mode of access: Internet.
uc1.b4363803,Ideals and realities in Russian literature,"Kropotkin, Petr Alekseevich",1915,A.A. Knopf,,,,,,Russian literature -- 19th century -- History and criticism,Russian literature,,,,Includes index.,First published in 1905 under title: Russian literature.,"""This book originated in a series of eight lectures on Russian literature during the nineteenth century ... delivered in March, 1901, at the Lowell Institute in Boston.""",Bibliography: p. 318-320.,Mode of access: Internet.
uva.x000393612,Ideals and realities in Russian literature,"Kropotkin, Petr Alekseevich",1916,A. A. Knopf,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,2,,,
uc1.$b697399,Idealy i deĭstvitelʹnostʹ v russkoĭ literature : s angliĭskogo ; perevod V. Baturinskogo ; pod red. avtora,"Kropotkin, Petr Alekseevich",1955,Sei︠a︡telʹ,,,,,,Russian literature -- History and criticism,,,,,Romanized.,Translation of: Russian literature.,Mode of access: Internet.,,
uc1.$b698197,Idee de bien chez Tolstoi et Nietzche,,    ,,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015028023037,L'idée de bien chez Tolstoi et Nietzsche (philosophie et prédication),"Shestov, Lev",1925,Éditions du Siècle,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.$b606585,L'idée de bien chez Tolstoi et Nietzsche : philosophie et prédication,"Shestov, Lev",1925,Editions du Siècle,"Gaultier, Jules de",,,,,Good and evil,,,,,Introduction signed: Jules de Gaultier.,Mode of access: Internet.,,,
uc1.$b81319,Die Idee der Freiheit : ein Dostojewskij-Buch,"Shteĭnberg, A. Z.",1936,Vita Nova,,,,,,,,,,,"""Deutsch von Jacob Klein""--verso of t.p.",Mode of access: Internet.,,,
wu.89092528322,Die Idee der Freiheit : ein Dostojewskij-Buch,"Shteĭnberg, A. Z.",1936,Vita Nova,,,,,,,,,,,"""Deutsch von Jacob Klein""--verso of t.p.",Mode of access: Internet.,,,
uc1.b2603704,Die Idee des Volkes bei Dostojewski,"Kappen, Richard",1936,K. Triltsch,,,,,,,,,,,Thesis (Ph. D.)--Rheinischen Friedrich-Wilhelms-Universität zu Bonn.,Bibliography: p. 88-89.,Mode of access: Internet.,,
mdp.39015054070753,Idei i obrazy F.M. Dostoevskogo,"Gus, Mikhail Semenovich",1962,#,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015030595691,Idei i obrazy F.M. Dostoevskogo,"Gus, Mikhail Semenovich",1971,#,,,,,,,,,,,Bibliographical footnotes.,Mode of access: Internet.,,,
mdp.39015032330246,Idei vremeni i formy vremeni,"Dneprov, Vladimir Davydovich",1980,"Sov. pisatelʹ, Leningradskoe otd-nie",,,,,,Fiction -- 20th century -- History and criticism,Fiction -- History and criticism,,,,Includes bibliographical references.,Mode of access: Internet.,,,
uc1.b3565455,Idei vremeni i formy vremeni,"Dneprov, Vladimir Davydovich",1980,"Sov. pisatelʹ, Leningradskoe otd-nie",,,,,,Fiction -- 20th century -- History and criticism,Fiction -- History and criticism,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015037365189,"Idei, strasti, postupki : iz khudozhestvennogo opyta Dostoevskogo","Dneprov, Vladimir Davydovich",1978,"Sov. pisatelʹ, Leningr. otd-nie",,,,,,,,,,,In Cyrillic characters.,Includes bibliographical references.,Mode of access: Internet.,,
uc1.$b396212,Ideĭno-obraznii︠a︡t i esteticheski svi︠a︡t na Lev Tolstoĭ. [Izsledvane],"Anchev, Angel",1970,OF,,,,,,,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015058920185,Ideĭnoe nasledie russkoĭ filosofii,,2000,"Izdatelʹsko-torgovyĭ dom ""Letniĭ sad""","Osipov, I. D.","Zamaleev, A. F.",,,,Philosophy and religion -- Russia,"Philosophy, Russian -- History",,,,At head of title: Sankt-Peterburgskiĭ gosudarstvennyĭ universitet. Filosofskiĭ fakulʹtet. Kafedra russkoĭ filosofii.,"""Trudy kafedralʹnogo istoriko-filosofskogo seminara""--Cover.",Includes bibliographical references.,Mode of access: Internet.,
mdp.39015005317816,Ideology and imagination : the image of society in Dostoevsky,"Kabat, Geoffrey C.",1978,Columbia University Press,,,,,,,,,,,Includes index.,Bibliography: p. [193]-198.,Mode of access: Internet.,,
mdp.39015017744841,Ideology in Russian literature,,1989,"Macmillan in association with the School of Slavonic and East European Studies, University of London","Grayson, Jane","Freeborn, Richard",,,,Russian literature -- 19th century -- History and criticism,,,,,Mode of access: Internet.,,,,
uc1.32106009868404,Ideology in Russian literature,,1989,"Macmillan in association with the School of Slavonic and East European Studies, University of London","Grayson, Jane","Freeborn, Richard",,,,Russian literature -- 19th century -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015011878462,The idiot : Dostoevsky's fantastic prince : a phenomenological approach,"Slattery, Dennis Patrick",1983,P. Lang,,,,,,,,,,,Bibliography: p. 217-226.,Mode of access: Internet.,,,
mdp.39015025441083,Der Idiot : Mimodram mit Szenen aus Dostojewskis gleichnamigem Roman für einen Schauspieler und einen Tänzer,"Henze, Hans Werner",1990,Schott,"Dostoyevsky, Fyodor","Moehn, Heinz","Gsovsky, Tatjana","Bachmann, Ingeborg",,Pantomimes with music -- Piano scores,,,,,German words.,Acc. originally for small orch.; arr. for piano.,Mode of access: Internet.,,
uc1.31822004609715,Der Idiot : Mimodram mit Szenen aus Dostojewskis gleichnamigem Roman für einen Schauspieler und einen Tänzer,"Henze, Hans Werner",1992,Schott,"Dostoyevsky, Fyodor","Moehn, Heinz","Gsovsky, Tatjana","Bachmann, Ingeborg",,Pantomimes with music -- Piano scores,,,,,Mode of access: Internet.,,,,
mdp.39015056411179,"Der Idiot : Mimodram mit Szenen aus Fjodor M. Dostojewskijs gleichnamigem Roman : 1952, revidierte Fassung 1990","Henze, Hans Werner",2000,Schott,"Dostoyevsky, Fyodor","Bachmann, Ingeborg","Gsovsky, Tatjana",,,Ballets -- Scores,Monologues with music (Instrumental ensemble) -- Scores,Monologues with music (Orchestra) -- Scores,,,Mode of access: Internet.,,,,
uc1.31822032342172,"L'idiot : opéra en trois actes et sept tableaux de Gilberto Loverso (d'après le roman de Fiodor Dostoiewsky), op. 307","Chailly, Luciano",1999,Ricordi,"Lacerenza, Rosario","Micucci, Edoardo","Dostoyevsky, Fyodor","Loverso, Gilberto",,Operas -- Vocal scores with piano,,,,,Mode of access: Internet.,,,,
uc1.b3151704,Der Idiot : Roman in vier Teilen,"Dostoyevsky, Fyodor",1964,Rowohlt,,,,,,,,,,,Bibliography: p. 448.,Mode of access: Internet.,,,
njp.32101073368654,Der Idiot : Roman in zwei Bönden,"Dostoyevsky, Fyodor",1918,R. Piper,,,,,,,,,,,Mode of access: Internet.,,,,
njp.32101073368662,Der Idiot : Roman in zwei Bönden,"Dostoyevsky, Fyodor",1918,R. Piper,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015070096006,Idiot : roman v chetyrekh chasti͡akh,"Dostoyevsky, Fyodor",1940,YMCA Press,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015070096154,Idiot : roman v chetyrekh chasti͡akh,"Dostoyevsky, Fyodor",1940,YMCA Press,,,,,,,,,,,Mode of access: Internet.,,,,
inu.30000083691174,Idiot : roman v chetyrekh chasti͡akh,"Dostoyevsky, Fyodor",1983,"""Khudozh. lit-ra""","Biti͡ugova, I. A.","Starikova, E.",,,,,,,,,Mode of access: Internet.,,,,
wu.89080350234,Der idiot : Roman,"Dostoyevsky, Fyodor",1922,R. Piper,"Rahsin, E. K.",,,,,,,,,,Mode of access: Internet.,,,,
uc1.$b318927,Der Idiot : Roman,"Dostoyevsky, Fyodor",1925,R. Piper,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.$b318929,Der Idiot : roman,"Dostoyevsky, Fyodor",1956,Walter-Verlag,,,,,,,,,,,Translation of: The idiot.,Mode of access: Internet.,,,
uva.x000535907,"The idiot, a novel in four parts","Dostoyevsky, Fyodor",1917,Macmillan,,,,,,,,,,,Mode of access: Internet.,2,,,
mdp.39015035308868,"The idiot, a novel in four parts","Dostoyevsky, Fyodor",1935,Random House,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106009951440,"The Idiot, an interpretation","Terras, Victor",1990,Twayne Publishers,,,,,,,,,,,Mode of access: Internet.,,,,
nyp.33433078795170,The idiot,"Dostoyevsky, Fyodor",1887,Brentano's,"Whishaw, Fr. J.",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015008909973,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015012213396,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015012303841,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015014451010,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015020667914,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015030594702,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015027232092,The idiot,"Dostoyevsky, Fyodor",1934,"J. M. Dent & sons, ltd.","Martin, Eva M.",,,,,,,,,,"""First published in this edition, 1914, reprinted ... 1934"".","""Revised translation by Eva M. Martin"".",Bibliography: p. viii.,Mode of access: Internet.,
mdp.39015005108983,Idiot,"Dostoyevsky, Fyodor",1945,de Navarre],,,,,,,,,,,Romanized.,Mode of access: Internet.,,,
mdp.39015013119618,Idiot,"Dostoyevsky, Fyodor",1945,de Navarre],,,,,,,,,,,Romanized.,Mode of access: Internet.,,,
mdp.49015000421066,The idiot,"Dostoyevsky, Fyodor",1948,Macmillan,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015029066399,The idiot,"Dostoyevsky, Fyodor",1969,"New American Library ; Scarborough, Ontario : New American Library ; London : The New American Library Limited","Rosenberg, Harold","Carlisle, Olga","Carlisle, Henry",,,,,,,,"""Signet classic""",Includes bibliographical references (p.637-638),Mode of access: Internet.,,
osu.32435006169825,The idiot,"Dostoyevsky, Fyodor",1970,Dent,,,,,,,,,,,Mode of access: Internet.,,,,
inu.30000093654642,The idiot; a novel in four parts,"Dostoyevsky, Fyodor",1913,Macmillan,,,,,,,,,,,Mode of access: Internet.,,,,
uva.x000029753,The idiot; a novel in four parts,"Dostoyevsky, Fyodor",1913,Macmillan,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106006171950,Idiot; roman v 4 chastiakh,"Dostoyevsky, Fyodor",1964,"Izd-vo ""Kyrgyzstan""",,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015051590803,Der idyoṭ : roman in 4 ṭeylen un 3 bender,"Dostoyevsky, Fyodor",1920,Max Jankovitz,Lebediḳ̣r,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015051590811,Der idyoṭ : roman in 4 ṭeylen un 3 bender,"Dostoyevsky, Fyodor",1920,Max Jankovitz,Lebediḳ̣r,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015046880806,If you see the Buddha : studies in the fiction of Ivan Bunin,"Marullo, Thomas Gaiton",1998,Northwestern University Press,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106014244286,If you see the Buddha : studies in the fiction of Ivan Bunin,"Marullo, Thomas Gaiton",1998,Northwestern University Press,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015030594645,"Igra protivrečja : ili, ""Krotka"" F.M. Dostojevskog","Nikolić, Milica",1975,Matica srpska,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015018880040,Igrok ; Vechnyĭ muzh,"Dostoyevsky, Fyodor",1980,"""Karelii͡a,""","Dostoyevsky, Fyodor",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015040776430,Ikonografii͡a F.M. Dostoevskogo,"Ivanov-Natov, Anatoliĭ",1981,Tovarishchestvo zarubezhnykh pisateleĭ,,,,,,,,,,,Title on verso of t.p.: Iconography of F.M. Dostoevsky.,Mode of access: Internet.,,,
mdp.39015019081820,Iliuscha,"Dostoyevsky, Fyodor",1954,Ediciones Cid,,,,,,,,,,,"""En ... 'Los hermanos Karamásovi, la historia de Ilíuscha ... conserva la más absoluta independencia ... lo que nos permite darla a conocer a nuestros lectores en forma de narración aislada.""",Mode of access: Internet.,,,
t4rj4z91v,Illi͡ustrirovannyĭ alʹmanakh,"Panaev, I. I.",1848,V Tip. Ė. Prat͡sa,"Stepanov, N. A.","Nekrasov, Nikolaĭ Alekseevich","Maĭkov, Apollon Nikolaevich","Hrebinka, I͡Evhen Pavlovych","Druzhinin, A. V.",Russian literature -- 19th century,,,,,Pre-Revolutionary Books (S20).,"Includes illustrations by N.A. Stepanov, M.L. Nevakhovich, A.A. Agin.","""Militaria"" Books, Journals, Handwritten Materials (S9).",880-04 Semeĭstvo Talʹnikovykh / N.N. Stanit͡skīĭ -- Lola Montes / A.V. Druzhinin -- Smotriny i rukobitʹe / V.I. Dalʹ -- Durak Ḟedi͡a / A.V. Stankevich -- Polzunkov / Ḟ.M. Dostoevskiĭ -- Tri khashshasha / M.A. Saaruni -- Vstri͡echa na stant͡sīi / I.I. Panaev -- Starushka / A.N. Maĭkov -- Zaborov / E.P. Grebenka.,Mode of access: Internet.
mdp.39015042151673,L'illusion qui nous frappe : Proust et Dostoïevski : une esthétique romanesque comparée,"Haddad-Wotling, Karen",1995,H. Champion,,,,,,,,,,,Includes bibliographical references (p. [543]-564) and index.,Mode of access: Internet.,Includes original citations from Dostoyevsky's works in Russian.,,
mdp.39015041897862,"Im Labyrinth der Tolstojs ""Auferstehung"" und Kafkas ""Schloss""","Dornemann, Axel",1984,Carl Winter Univ,,,,,,Bureaucracy,,,,,Mode of access: Internet.,,,,
uc1.b4396325,"Im Labyrinth der Tolstojs ""Auferstehung"" und Kafkas ""Schloss""","Dornemann, Axel",1984,Carl Winter Univ,,,,,,Bureaucracy,,,,,Mode of access: Internet.,,,,
uc1.$b170619,Im Sturm : eine Erzählung um den jungen Dostojewski,"Fabian, Erich",1961,VEB Hinstorff,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015043002701,Images of Nusantara in Russian literature,,1999,KITLV Press,"Braginskiĭ, Vladimir",,,,,Imaginary places in literature,Russian literature -- History and criticism,,,,Mode of access: Internet.,,,,
mdp.39015042049539,Immanuel Gottlieb Genähr : deutscher Tolstoj-Übersetzer in China,"Sellin, Hansjörg",1996,Liber,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015055801313,Imperial knowledge : Russian literature and colonialism,"Thompson, Ewa M.",2000,Greenwood Press,,,,,,Nationalism in literature,Imperialism in literature,Russian literature -- 20th century -- History and criticism,Russian literature -- 19th century -- History and criticism,,Mode of access: Internet.,,,,
uc1.32106015902981,Imperial knowledge : Russian literature and colonialism,"Thompson, Ewa M.",2000,Greenwood Press,,,,,,Nationalism in literature,Imperialism in literature,Russian literature -- 20th century -- History and criticism,Russian literature -- 19th century -- History and criticism,,Mode of access: Internet.,,,,
mdp.39015068329450,Der Imperialismusgedanke und die Lebensphilosophie Dostojewskijs; ein Beitrag zur Kenntnis des russischen Menschen,"Bohatec, Josef",1951,H. Böhlaus Nachf.,,,,,,Imperialism,,,,,Mode of access: Internet.,,,,
uc1.b4530155,Der Imperialismusgedanke und die Lebensphilosophie Dostojewskijs; ein Beitrag zur Kenntnis des russischen Menschen,"Bohatec, Josef",1951,H. Böhlaus Nachf.,,,,,,Imperialism,,,,,Mode of access: Internet.,,,,
mdp.39015073886353,In quest of Tolstoy,"McLean, Hugh",2008,Academic Studies Press,,,,,,,,,,,Includes bibliographical references (p. [227]-238) and indexes.,"Buried as a writer and as a man: the puzzle of family happiness -- The case of the missing mothers, or when does a beginning begin? -- Truth in dying -- Which English Anna? -- Love in Resurrection: eros or agape? -- Could the master err? a note on ""God sees the truth but waits"" -- Was the master well served? further comment on ""God sees the truth, but waits"" / with Gary R. Jahn -- A woman's place -- The young Tolstoy and the woman question -- Tolstoy and Jesus -- Rousseau's god and Tolstoy's god -- Claws on the behind: Tolstoy and Darwin -- A clash of utopias: Tolstoy and Gorky -- Hemingway and Tolstoy: a pugilistic encounter -- Foxes into hedgehogs: Berlin and Tolstoy.",Mode of access: Internet.,,
mdp.39015042150436,"In search of another St Peterbsurg : Venice in Russian poetry, 1823-1997","Hinrichs, Jan Paul",1997,Verlag Otto Sagner in Kommission,,,,,,Russian poetry -- 20th century -- History and criticism,Russian poetry -- 19th century -- History and criticism,,,,Includes bibliographical references and index.,Mode of access: Internet.,Summary in German.,,
inu.30000027608268,In search of perfection : the ascetic hero in Russian literature,"Morris, Marcia A.",1992,,,,,,,Revolutionaries in literature,Heroes in literature,Saints in literature,Ascetics in literature,Russian literature -- History and criticism,"Thesis (Ph. D.)--Columbia University, 1987.",Includes bibliographical references.,"Photocopy.Ann Arbor., Mich. :U.M.I. Dissertation Information Service,1992.22 cm.",Mode of access: Internet.,
mdp.39015049829792,Indian in Russian literature,"Stacy, R. H.",1985,,,,,,,Russian literature -- Indic influences,Russian literature -- History and criticism,,,,Includes index.,Bibliography: p. [122]-126.,Mode of access: Internet.,,
inu.30000125500094,"The Indian journal of Russian language, literature, and culture",,1984,All India Association of Teachers of Russian,,,,,,Russian literature -- Periodicals,Russian language -- Periodicals,,,,Title from cover.,Mode of access: Internet.,"English, Russian, and Hindi.",,
mdp.39015034778277,"Indian national liberation movement and Russia, 1905-1917","Sinha, Prem Bahadur",1975,Sterling Publishers,,,,,,,,,,,Includes index.,"A revision of the author's thesis, Moscow M. V. Lomonosov State University, 1971.",Bibliography: p. [315]-326.,Mode of access: Internet.,
uc1.b4302205,"Indian national liberation movement and Russia, 1905-1917","Sinha, Prem Bahadur",1975,Sterling Publishers,,,,,,,,,,,Includes index.,"A revision of the author's thesis, Moscow M. V. Lomonosov State University, 1971.",Bibliography: p. [315]-326.,Mode of access: Internet.,
mdp.39015019448771,The influence of Tolstoy on readers of his works,"Williams, Gareth",1990,Edwin Mellen Press,,,,,,,,,,,Includes bibliographical references (p. 420-439) and index.,Mode of access: Internet.,,,
uc1.$b319108,Injury and insult,"Dostoyevsky, Fyodor",1887,Vizetelly & Co.,,,,,,,,,,,Translation of: Unizhennye i oskorblennye.,"""A Russian realistic novel.""",Mode of access: Internet.,MAIN; PG3326.U5 1887: Photocopy (positive),
t2k64fx6k,Injury and insult,"Dostoyevsky, Fyodor",1887,Vizetelly & Co.,,,,,,,,,,,Translation of: Unizhennye i oskorblennye.,"""A Russian realistic novel.""",Mode of access: Internet.,MAIN; PG3326.U5 1887: Photocopy (positive),
mdp.39015015372801,The insulted & injured; a novel in four parts & an epilogue,"Dostoyevsky, Fyodor",1914,The Macmillan co.,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015030594785,The insulted and humiliated,"Dostoyevsky, Fyodor",1956,Foreign Languages Pub. House,,,,,,,,,,,Added t.p. in Russian.,Mode of access: Internet.,,,
mdp.39015021922623,"The insulted and injured, a novel in four parts and an epilogue","Dostoyevsky, Fyodor",1915,The Macmillan co,"Garnett, Constance",,,,,,,,,,Printed in Great Britain.,Mode of access: Internet.,,,
mdp.39015057165311,The insulted and injured,"Dostoyevsky, Fyodor",1947,W. Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015066930333,The insulted and injured,"Dostoyevsky, Fyodor",1947,W. Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
uc1.b3863207,The insulted and injured,"Dostoyevsky, Fyodor",1947,W. Heinemann,"Garnett, Constance",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015064814000,The insulted and injured,"Dostoyevsky, Fyodor",1956,Grove Press,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106005430704,The insulted and injured,"Dostoyevsky, Fyodor",1956,W. Heinemann,"Garnett, Constance Black",,,,,Fiction in English -- Translations from Russian,Russian fiction -- Translations into English,,,,Mode of access: Internet.,,,,
mdp.39015058018600,An interpretation of the Russian people,"Wiener, Leo",1915,"McBride, Nast & company",,,,,,,,,,,Bibliography: p. 239-248.,Mode of access: Internet.,,,
t93779q1w,An interpretation of the Russian people,"Wiener, Leo",1915,"McBride, Nast & company",,,,,,,,,,,Bibliography: p. 239-248.,Mode of access: Internet.,,,
mdp.39015009185227,"Introducción a Dostoyevsky, en torno a su ideología","Evdokimov, Paul",1900,Athenas Ediciones,,,,,,,,,,,Includes bibliography.,Mode of access: Internet.,,,
mdp.39015016370796,An introduction to Russian literature,"Muchnic, Helen",1947,Doubleday,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
uc1.$b695640,An introduction to Russian literature,"Muchnic, Helen",1947,Doubleday,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
uc1.32106006141268,An introduction to Russian literature,"Muchnic, Helen",1964,Dutton,,,,,,Russian literature -- History and criticism,,,,,Mode of access: Internet.,,,,
mdp.39015042010465,Irish Slavonic studies,,1980,[Irish Slavists' Association],,,,,,Slavistiek. -- gtt,,,,,Title from cover.,Also issued online.,Mode of access: Internet.,Journal of: the Irish Slavists' Association.,
mdp.39015027538316,Irtysh i Neva,"Kosenko, Pavel Petrovich",1971,,,,,,,,,,,,Romanized.,Mode of access: Internet.,,,
uc1.32106007500686,Isaac Babel,"Ehre, Milton",1986,Twayne Publishers,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015032827589,Ishchite i naĭdete : poslednie chetryrnadt͡satʹ let zhizni Fedora Dostoevskogo : zabluzhdenii͡a i vershiny,"Bregova, D.",1993,Sovremennyĭ pisatelʹ,,,,,,,,,,,Mode of access: Internet.,,,,
