id,title,creator,issuance,publisher,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
mdp.39015051102351,60 [i.e. Shestʹdesi︠a︡t] let sovetskoĭ poėzii : sobranie stikhov,,1977,Khudozhestvennai︠a︡ lit-ra,"Mikhaĭlov, Aleksandr Alekseevich","Kri︠u︡kov, Nikolaĭ Vasilʹevich",,,,Soviet literature -- Translations into Russian,Russian poetry -- Translations from foreign languages,"Poetry, Modern -- 20th century -- Translations into Russian",Russian poetry -- 20th century,,Includes indexes.,T. 1-2. Russkai︠a︡ sovetskai︠a︡ poėzii︠a︡.-- T. 3-4. Poėzii︠a︡ narodov SSSR.,Mode of access: Internet.,,
uc1.b3466476,60 [i.e. Shestʹdesi︠a︡t] let sovetskoĭ poėzii : sobranie stikhov,,1977,Khudozhestvennai︠a︡ lit-ra,"Mikhaĭlov, Aleksandr Alekseevich","Kri︠u︡kov, Nikolaĭ Vasilʹevich",,,,Soviet literature -- Translations into Russian,Russian poetry -- Translations from foreign languages,"Poetry, Modern -- 20th century -- Translations into Russian",Russian poetry -- 20th century,,Includes indexes.,T. 1-2. Russkai︠a︡ sovetskai︠a︡ poėzii︠a︡.-- T. 3-4. Poėzii︠a︡ narodov SSSR.,Mode of access: Internet.,,
mdp.39015061268556,A-I͡A. A-Ya.  Contemporary Russian literature,,1985,A-Ya,,,,,,Russian literature -- Foreign countries -- Periodicals,Russian literature -- 20th century -- Periodicals,,,,Title from cover.,Mode of access: Internet.,In Russian and English.,,
mdp.39015034406762,"A. Blok i russkai͡a kulʹtura : preemstvennostʹ v stanovlenii nat͡sionalʹno-poėticheskogo soznanii͡a : Pushkin, Dostoevskiĭ, L. Tolstoĭ","Zhigach, L. V.",1993,Tverskoĭ gosudarstvennyĭ universitet,,,,,,,,,,,At head of title: Gosudarstvennyĭ komitet Rossiĭskoĭ Federat͡sii po vysshemu obrazovanii͡u. Tverskoĭ gosudarstvennyĭ universitet.,Includes bibliographical references (p. 164-176),Mode of access: Internet.,,
mdp.39015005357184,A. K. Tolstoy,"Dalton, Margaret",1972,Twayne Publishers,,,,,,,,,,,Bibliography: p. 171-172.,Mode of access: Internet.,,,
uc1.$b685797,A. K. Tolstoy,"Dalton, Margaret",1972,Twayne Publishers,,,,,,,,,,,Bibliography: p. 171-172.,Mode of access: Internet.,,,
mdp.39015063005030,"A. V. Korvin-Krukovskai͡a (Zhaklar) : drug F.M.Dostoevskogo, dei͡atelʹnit͡sa Parizhskoĭ kommuny","Knizhnik, Ivan Sergeevich",1931,Izd-vo Vses. ob-va politkatarzhan i ss.-poselent͡sev,,,,,,"Women authors, Russian -- Biography",,,,,Includes bibliographical references and index.,Mode of access: Internet.,,,
uc1.b3194459,"A. V. Korvin-Krukovskai͡a (Zhaklar) : drug F.M.Dostoevskogo, dei͡atelʹnit͡sa Parizhskoĭ kommuny","Knizhnik, Ivan Sergeevich",1931,Izd-vo Vses. ob-va politkatarzhan i ss.-poselent͡sev,,,,,,"Women authors, Russian -- Biography",,,,,Includes bibliographical references and index.,Mode of access: Internet.,,,
mdp.39015050022485,A.I. Ertel and the destiny of Russia,"Griffin, Steven",1998,"Dept. of Russian Language and Literature, University of Birmingham",,,,,,,,,,,Includes bibliographical references (p. [145]-149) and index.,Mode of access: Internet.,,,
mdp.39015009307052,A.S. Pushkin v osvi͡eshchenii F.M. Dostoevskago,"Medvet͡skiĭ, Grigoriĭ M",1962,#,,,,,,,,,,,Photocopy (positive) made by University Microfilms.,Mode of access: Internet.,,,
mdp.39015068814170,About Chekhov : the unfinished symphony,"Bunin, Ivan Alekseevich",2007,Northwestern University Press,"Marullo, Thomas Gaiton",,,,,"Authors, Russian -- 19th century -- Biography",,,,,Mode of access: Internet.,,,,
uc1.32106018760790,About Chekhov : the unfinished symphony,"Bunin, Ivan Alekseevich",2007,Northwestern University Press,"Marullo, Thomas Gaiton",,,,,"Authors, Russian -- 19th century -- Biography",,,,,Mode of access: Internet.,,,,
mdp.39015034419427,Abram Tertz and the poetics of crime,"Nepomnyashchy, Catharine Theimer",1995,Yale University Press,,,,,,,,,,,Includes bibliographical references (p. [361]-382) and index.,Mode of access: Internet.,,,
mdp.39015065318217,Acta Bibliothecae Universitatis Gothoburgensis,,1941,,,,,,,Bibliography,,,,,Mode of access: Internet.,Vols. for 1941-59 issued by the library under an earlier name: Göteborgs Stadsbibliotek.,,,
uc1.b4221396,Acta Bibliothecae Universitatis Gothoburgensis,,1941,,,,,,,Bibliography,,,,,Mode of access: Internet.,Vols. for 1941-59 issued by the library under an earlier name: Göteborgs Stadsbibliotek.,,,
uc1.b3226239,Acta litteraria,,1957,Akadémiai Kiadó,,,,,,Hungarian literature -- History and criticism,"Literature, Comparative -- Periodicals",Literature -- History and criticism -- Periodicals,,,Publication suspended during 1958.,Mode of access: Internet.,"French, German, English, Russian or Italian.",Issued by the Magyar Tudományos Akadémia.,
mdp.39015011290692,Adam; international review,,1929,,,,,,,,,,,,"""A literary quarterly in French and English.""",Vols. for 1953-1956 include section: Colonnade [a journal of literature and the arts],Mode of access: Internet.,English or French.,
uc1.32106006278250,"Un adolescent, roman","Dostoyevsky, Fyodor",1902,Editions de la Revue Blanche,"Ténéon, Félix","Binshtok, V. L.",,,,,,,,,Translation of: Podrostok.,Mode of access: Internet.,,,
mdp.39015046331115,The adolescent,"Dostoyevsky, Fyodor",1971,Doubleday,,,,,,,,,,,Translation of Podrostok.,Mode of access: Internet.,,,
uc1.32106009293660,The adolescent,"Dostoyevsky, Fyodor",1971,Doubleday,,,,,,,,,,,Translation of Podrostok.,Mode of access: Internet.,,,
uc1.$b319104,Un adolescente,"Dostoyevsky, Fyodor",1922,Imp. de R. Caro Raggío,,,,,,,,,,,Translation of: Podrostok.,Mode of access: Internet.,,,
uc1.$b319105,Un adolescente,"Dostoyevsky, Fyodor",1922,Imp. de R. Caro Raggío,,,,,,,,,,,Translation of: Podrostok.,Mode of access: Internet.,,,
mdp.39015060882837,Aesthetics of alienation : reassessment of early Soviet cultural theories,"Dobrenko, E. A.",2005,Northwestern University Press,,,,,,Communism and culture -- Soviet Union,"Aesthetics, Russian -- 20th century",Socialist realism -- Soviet Union,Socialist realism in literature,Russian literature -- 20th century -- History and criticism,Mode of access: Internet.,,,,
uc1.32106018279197,Aesthetics of alienation : reassessment of early Soviet cultural theories,"Dobrenko, E. A.",2005,Northwestern University Press,,,,,,Communism and culture -- Soviet Union,"Aesthetics, Russian -- 20th century",Socialist realism -- Soviet Union,Socialist realism in literature,Russian literature -- 20th century -- History and criticism,Mode of access: Internet.,,,,
mdp.39015000573736,Afanasy Fet,"Lotman, L. M.",1976,Twayne Publishers,,,,,,,,,,,Includes index.,"""Prepared for publication in cooperation with Novosti Press Agency (APN) Publishing House, USSR.""",Bibliography: p. 171-174.,Mode of access: Internet.,
uc1.$b127500,Aforizmy i vyskazyvanii͡a F. M. Dosoevskogo,"Dostoyevsky, Fyodor",1961,"""Unification""","Grishin, D. V.",,,,,,,,,,"""Aforizmy i vyskazyvanii͡a Dostoevskogo, v osnovnom, vybrany iz ego trekhtomnogo Dnevnika pisateli͡a"".",Mode of access: Internet.,,,
mdp.39015038032887,After Plattling,,1996,Berkeley Slavic Specialties,"Cooke, Olga Muller",,,,,Russian poetry -- 20th century -- Translations into English,Russian poetry -- 20th century,"World War, 1939-1945 -- Forced repatriation -- Poetry",,,Includes bibliographical references (p. 14-15).,Mode of access: Internet.,Poems in Russian with parallel English translations.,,
mdp.39015061162288,"Against the grain : parody, satire, and intertextuality in Russian literature",,2002,Slavica,"Tucker, Janet G",,,,,Intertextuality,"Satire, Russian -- History and criticism",Parody in literature,Russian literature -- 20th century -- History and criticism,Russian literature -- 19th century -- History and criticism,Mode of access: Internet.,,,,
uc1.32106016558758,"Against the grain : parody, satire, and intertextuality in Russian literature",,2002,Slavica,"Tucker, Janet G",,,,,Intertextuality,"Satire, Russian -- History and criticism",Parody in literature,Russian literature -- 20th century -- History and criticism,Russian literature -- 19th century -- History and criticism,Mode of access: Internet.,,,,
mdp.39015008272372,"Akhmatova i Blok : (k probleme postroenii͡a poėticheskogo dialoga: ""blokovskiĭ"" tekst Akhmatovoĭ)","Toporov, V. N.",1981,Berkeley Slavic Specialties,,,,,,,,,,,Colophon title: Akhmatova and Blok.,Includes bibliographical references.,Akhmatova i Blok -- Akhmatova i Belyĭ -- Akhmatova i Gofman.,Mode of access: Internet.,
wu.89006392179,Akuryō,"Shiina, Rinzō",1970,Tōjusha,"Dostoyevsky, Fyodor",,,,,,,,,,Dramatization of Dostoevskiĭ's Besy.,Mode of access: Internet.,,,
mdp.39015001140386,Album Dostoïevski,"Aucouturier, Gustave",1975,Gallimard,"Menuet, Claude",,,,,,,,,,Includes index.,Mode of access: Internet.,,,
mdp.39015007034849,Aleksandr Solzhenitsyn : critical essays and documentary materials,"Dunlop, John B.",1973,Nordland Pub. Co,"Klimoff, Alexis","Haugh, Richard S.",,,,,,,,,Bibliography: p. 501-569.,Mode of access: Internet.,,,
uc1.32106001608899,Aleksandr Solzhenitsyn : critical essays and documentary materials,"Dunlop, John B.",1973,Nordland Pub. Co,"Klimoff, Alexis","Haugh, Richard S.",,,,,,,,,Bibliography: p. 501-569.,Mode of access: Internet.,,,
mdp.39015063156494,Aleksandr Solzhenitsyn : critical essays and documentary materials,"Dunlop, John B.",1975,Collier Books :,"Klimoff, Alexis","Haugh, Richard S.",,,,,,,,,Includes bibliographical references (p. 650-664).,Mode of access: Internet.,,,
mdp.39015001720773,"Aleksej Gastev, proletarian bard of the machine age","Johansson, Kurt",1983,Almqvist & Wiksell International,"Gastev, A. K.",,,,,"Poets, Russian -- 20th century -- Biography",,,,,Includes index.,"""The texts of four poems ; The instruction 'Kak nado rabotat'"": p. 136-158.","Dissertation (Ph. D.)--University of Stockholm, 1983.",Bibliography: p. 159-166.,Mode of access: Internet.
mdp.39015029219121,Alexander Pushkin,"Vickery, Walter N.",1992,Twayne Publishers,,,,,,,,,,,Spine title: Alexander Pushkin revisited.,Includes bibliographical references (p. 172-175) and index.,Mode of access: Internet.,,
uc1.32106008292119,Alexander Pushkin,"Vickery, Walter N.",1992,Twayne Publishers,,,,,,,,,,,Spine title: Alexander Pushkin revisited.,Includes bibliographical references (p. 172-175) and index.,Mode of access: Internet.,,
mdp.39015000620586,All things are possible and Penultimats words and other essays,"Shestov, Lev",1977,Ohio University press,"Shestov, Lev",,,,,Philosophy,,,,,"Reprint of two works, the first published in 1920 by R. W. McBride, New York, the second published in 1916 by J. W. Luce, Boston.",Translation of Apofeoz bezpochvennosti and of Nachala i kont͡sy.,"""The works of Lev Shestov"": p. 233-239.",Mode of access: Internet.,
uc1.b4397207,All things are possible and Penultimats words and other essays,"Shestov, Lev",1977,Ohio University press,"Shestov, Lev",,,,,Philosophy,,,,,"Reprint of two works, the first published in 1920 by R. W. McBride, New York, the second published in 1916 by J. W. Luce, Boston.",Translation of Apofeoz bezpochvennosti and of Nachala i kont͡sy.,"""The works of Lev Shestov"": p. 233-239.",Mode of access: Internet.,
wu.89094720992,Alle mine kilder : en samling af foredrag om arven efter Grundtvig og Kierkegaard som kilde til inspiration,,2006,Forlaget Vartov,"Fogh Rasmussen, Anders",,,,,,,,,,Includes bibliographical references.,"Grundtvig og Kierkegaard : nogle af mine vigtige kilder /Anders Fogh Rasmussen --Hin enkelte og folkeligheden /Ralt Pittelkow ---Havfruesangens himmelblå løver & en pæl kød /Suzanne Brøgger --Grundtvig-stemning og Kierkegaard-inspiration /Kjeld Holm --Alle mine kilder /Birthe Rønn Hornbech --Grundtvig mod min vilje /Christine Antorini --Lidt om Grundtvig, lidt om Kierkegaard, an anelse om Dostojevski /Johannes Møllehave --Kierkegaard som indre stopklods /Sørine Gotfredsen --Men jeg stander som et Tegn ... : hvad ville præsten Grundtvig i Folketinget? /Jesper Langballe --Denenfoldige /Marianne Mortensen --Alle mine kilder /Bertel Haarder.","Grundtvig og Kierkegaard : nogle af mine vigtige kilder /Anders Fogh Rasmussen --Hin enkelte og folkeligheden /Ralf Pittelkow ---Havfruesangens himmelblå løver & en pæl kød /Suzanne Brøgger --Grundtvig-stemning og Kierkegaard-inspiration /Kjeld Holm --Alle mine kilder /Birthe Rønn Hornbech --Grundtvig mod min vilje /Christine Antorini --Lidt om Grundtvig, lidt om Kierkegaard, an anelse om Dostojevski /Johannes Møllehave --Kierkegaard som indre stopklods /Sørine Gotfredsen --Men jeg stander som et Tegn : hvad ville præsten Grundtvig i Folketinget? /Jesper Langballe --Denenfoldige /Marianne Mortensen --Alle mine kilder /Bertel Haarder.",Mode of access: Internet.,
mdp.39015067630130,"Alphabet du poète : tableaux, poemes, photos, dessins","Zharkikh, I͡Uriĭ",2004,P.R.P.,"Kushnir, Isaak",,,,,Russian poetry -- 20th century,Russian poetry -- Russia (Federation) -- Saint Petersburg,,,,Color illustrations mounted.,Compiler statement from colophon.,"880-04""Avtor-sostavitelʹ i kurator Isaak Kushnir""--Colophon.",Paintings arranged alphabetically.,"A compilation of paintings, poems (by various Russian poets), photographs and drawings."
uc1.b2719764,Amanu sạd̤e piyo,"Utamcandāṇī, Sundrī",1966,,,,,,,Russian poetry -- Translations into Sindhi,Sindhi poetry -- Translations from Russian,,,,In Sindhi.,Mode of access: Internet.,,,
uc1.b3441602,Ambivalenz als Gestaltungsprinzip : eine untersuchung der Querverbindungen zwischen Kafkas 'Prozess' und Dostojewskis 'Schuld und Sühne.',"Lægreid, Sissel",1980,Hauptfacharbeit,,,,,,,,,,,Includes bibliography.,Mode of access: Internet.,,,
uc1.b4390058,"L'Ame de Dostoiewsky, le prophete de la revolution russe","Merezhkovsky, Dmitry Sergeyevich",1922,Edit. Bossard,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015059882517,American book prices current,,1895,Bancroft-Parkman [etc.],,,,,,Book auctions -- Catalogs -- Indexes,Rare books -- Prices -- Periodicals,Manuscripts -- Prices -- Periodicals,Autographs -- Prices -- Periodicals,Books -- Prices -- Periodicals,"""A record of literary properties sold at auction in the United States.""",Mode of access: Internet.,"Vol. 31, 1924/25, includes books only; the record of manuscripts and autographs is included in v. 32; Vols. 22-28, 1915/16-1921/22. 1 v.; Vols. 29-38, 1922/23-1931/32. 1 v.; Vols. 39-46, 1932/33-1939/40. 1 v.; Vols. 47-51, 1940/41-1944/45. 1 v.; Vols. 52-56, 1945/46-1949/50. 1 v.; Vols. 57-61, 1950/51-1954/55. 1 v.; Vols. 62-66, 1955/56-1959/60. 1 v.; Vols. 67-71, 1960/61-1964/65. 1 v.; Vols. 85-89, 1979-1983. 2 v.",,
mdp.39015059852270,American book prices current,,1895,Bancroft-Parkman [etc.],,,,,,Book auctions -- Catalogs -- Indexes,Rare books -- Prices -- Periodicals,Manuscripts -- Prices -- Periodicals,Autographs -- Prices -- Periodicals,Books -- Prices -- Periodicals,"""A record of literary properties sold at auction in the United States.""",Mode of access: Internet.,"Vol. 31, 1924/25, includes books only; the record of manuscripts and autographs is included in v. 32; Vols. 22-28, 1915/16-1921/22. 1 v.; Vols. 29-38, 1922/23-1931/32. 1 v.; Vols. 39-46, 1932/33-1939/40. 1 v.; Vols. 47-51, 1940/41-1944/45. 1 v.; Vols. 52-56, 1945/46-1949/50. 1 v.; Vols. 57-61, 1950/51-1954/55. 1 v.; Vols. 62-66, 1955/56-1959/60. 1 v.; Vols. 67-71, 1960/61-1964/65. 1 v.; Vols. 85-89, 1979-1983. 2 v.",,
mdp.39015060073205,Amerika : Russian writers view the United States,,2004,Dalkey Archive Press,"Parker, Jeff","Iossel, Mikhail",,,,"Authors, Russian -- Travel -- United States","Authors, Russian -- Attitudes","National characteristics, American",Public opinion -- Russia (Federation),,Mode of access: Internet.,,,,
uc1.b4301592,Amity,,1963,Indo-Soviet Cultural Society,,,,,,,,,,,Mode of access: Internet.,Journal of the Indo-Soviet Cultural Society.,,,
mdp.39015017897334,"L'amour dans la haine, ou, La jalousie dans la littérature moderne : Dostoïevski, James, Svevo, Proust, Musil","Chardin, Philippe",1990,Droz,,,,,,"Literature, Modern -- History and criticism",Jealousy in literature,,,,Mode of access: Internet.,,,,
uc1.32106018123551,An anthology of contemporary Russian women poets,,2005,Carcanet,"Weissbort, Daniel","Polukhina, Valentina",,,,Russian poetry -- 20th century,Russian poetry -- Women authors -- Translations into English,,,,Mode of access: Internet.,,,,
mdp.39015051114638,Analiz odnogo stikhotvorenii͡a : mezhvuzovskiĭ sbornik,,1985,Izd-vo Leningradskogo universiteta,"Kholshevnikov, V. E.",,,,,Russian poetry -- 20th century -- History and criticism,Russian poetry -- 19th century -- History and criticism,"Poets, Russian",,,At head of title: Leningradskiĭ ordena Lenina i ordena Trudovogo Krasnogo znameni Gosudarstvennyĭ Universitet imeni A. A. Zhdanova.,Includes bibliographical references.,Mode of access: Internet.,,
mdp.39015042871106,"And quiet flows the vodka, or, When Pushkin comes to shove : the curmudgeon's guide to Russian literature and culture, with the devil's dictionary of received ideas, alphabetical reflection on the loathsomeness of Russia, American Academia, and humanity in general","Chudo, Alicia",2000,Northwestern University Press,,,,,,Russian literature -- Humor,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015082705545,And their mothers wept : the great Fatherland War in Soviet and Post-Soviet Russian literature,"Ellis, Frank",2007,Heritage House Press,,,,,,War in literature,"World War, 1939-1945 -- Soviet Union -- Literature and the war",Russian literature -- 20th century -- History and criticism,,,Includes bibliographical references and index.,Mode of access: Internet.,,,
mdp.39015032835475,Andrei Bitov : the ecology of inspiration,"Chances, Ellen B.",1993,Cambridge University Press,,,,,,,,,,,Includes bibliographical references (p. 301-323) and index.,Mode of access: Internet.,,,
mdp.39015025180608,Andrei Platonov : uncertainties of spirit,"Seifrid, Thomas",1992,Cambridge University Press,,,,,,Socialist realism in literature,Philosophy in literature,,,,Includes bibliographical references (p. 250-266) and index.,Mode of access: Internet.,,,
mdp.39015064748182,Andrei Platonov : uncertainties of spirit,"Seifrid, Thomas",1992,Cambridge University Press,,,,,,Socialist realism in literature,Philosophy in literature,,,,Includes bibliographical references (p. 250-266) and index.,Mode of access: Internet.,,,
mdp.39015005082857,"Andrey Bely, a critical study of the novels","Elsworth, J. D.",1983,Cambridge University Press,,,,,,,,,,,Includes index.,Bibliography: p. 246-259.,Mode of access: Internet.,,
mdp.39015033982599,"Anna Akhmatova, 1889-1989 : papers from the Akhmatova Centennial Conference, Bellagio Study and Conference Center, June 1989",,1993,Berkeley Slavic Specialties,"Ketchian, Sonia",,,,,,,,,,English and Russian.,Includes bibliographical references.,Mode of access: Internet.,,
uc1.32106015528075,Anna Karenina : the bitterness of ecstasy,"Adelman, Gary",1990,Twayne Publishers,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106015188797,Anna Karenina,"Tolstoy, Leo",1993,Modern Library,"Berberova, Nina Nikolaevna","Kent, Leonard J.",,,,Married women -- Fiction,Adultery -- Fiction,,,,Mode of access: Internet.,,,,
uc1.32106016596824,Anna Karenina,"Tolstoy, Leo",1993,Modern Library,"Berberova, Nina Nikolaevna","Kent, Leonard J.",,,,Married women -- Fiction,Adultery -- Fiction,,,,Mode of access: Internet.,,,,
uc1.32106016956317,Anna Karenina,"Tolstoy, Leo",1993,Modern Library,"Berberova, Nina Nikolaevna","Kent, Leonard J.",,,,Married women -- Fiction,Adultery -- Fiction,,,,Mode of access: Internet.,,,,
mdp.39015061448489,"Anna von Falz-Fein, Katharina von Dostojewski : ihr Leben und ihre Zeit in Briefen","Falz-Fein, Anna von",2004,Weyand,"Cesana-Büchi, Meta",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015065292875,Les Années d'apprentissage de Fiodor Dostoïevski,"Arban, Dominique",1968,Payot,,,,,,,,,,,Bibliography: p. [389]-394.,Mode of access: Internet.,,,
mdp.39015038129527,The annihilation of inertia : Dostoevsky and metaphysics,"Knapp, Liza",1996,Northwestern University Press,,,,,,,,,,,Mode of access: Internet.,,,,
uc1.32106013035677,The annihilation of inertia : Dostoevsky and metaphysics,"Knapp, Liza",1996,Northwestern University Press,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015051387564,Annuaire de la noblesse de l'Empire de Russie,,1987,Union de la Noblesse Russe,,,,,,Nobility -- Russia -- Periodicals,,,,,Vol. for 1990 also called: complément.,"Vols. for 1987, 1990- have also title in Russian: Pami͡atnai͡a kniga rossiĭskogo dvori͡anstva.",Mode of access: Internet.,,
t6n02bg6d,"Anthologie russe, suivie de poésies originales","Dupré de Sainte-Maure, Emile",1823,C. J. Trouvé,,,,,,Russian poetry -- Bio-Bibliography,Russian poetry -- Translations into French,,,,Mode of access: Internet.,,,,
mdp.39015062620623,An anthology of contemporary Russian women poets,,2005,University of Iowa Press,"Weissbort, Daniel","Polukhina, Valentina",,,,Russian poetry -- 20th century -- Translations into English,Russian poetry -- Women authors -- Translations into English,,,,Mode of access: Internet.,,,,
uc1.32106018559986,An anthology of contemporary Russian women poets,,2005,University of Iowa Press,"Weissbort, Daniel","Polukhina, Valentina",,,,Russian poetry -- 20th century -- Translations into English,Russian poetry -- Women authors -- Translations into English,,,,Mode of access: Internet.,,,,
mdp.39015008638739,Anthology of eighteenth century Russian literature,"Manning, Clarence Augustus",1951,King's Crown Press,,,,,,Russian literature -- 18th century,,,,,Mode of access: Internet.,,,,
mdp.39015068800633,An anthology of Jewish-Russian literature : two centuries of dual identity in prose and poetry,,2006,Sharpe,"Shrayer, Maxim",,,,,Russian literature -- 20th century -- Translations into English,Russian literature -- 19th century -- Translations into English,Jews in literature,Russian literature -- Jewish authors -- Translations into English,,Includes bibliographical references and index.,v. 1. 1801-1953 -- v. 2. 1953-2001.,Mode of access: Internet.,Translated from the Russian.,
mdp.39015001803371,Anthology of old Russian literature,"Stender-Petersen, Ad",1954,Columbia University Press,,,,,,Russian literature -- To 1700,,,,,Mode of access: Internet.,,,,
mdp.39015038575349,An Anthology of Russian literature from earliest writings to modern fiction : introduction to a culture,,1996,M.E. Sharpe,"Rzhevsky, Nicholas",,,,,Russian literature -- Translations into English,,,,,Includes bibliographical references (p. 581-587).,Mode of access: Internet.,,,
